upi_id,amount,transaction_id,timestamp,merchant,is_fraud
59,22351,txn_41,2024-01-02 16:00:00,Merchant A,1
47,41606,txn_42,2024-01-02 17:00:00,Merchant B,1
51,118,txn_43,2024-01-02 18:00:00,Merchant B,0
61,46686,txn_44,2024-01-02 19:00:00,Merchant A,1
23,18936,txn_45,2024-01-02 20:00:00,Merchant C,0
47,47078,txn_46,2024-01-02 21:00:00,Merchant A,1
67,13235,txn_47,2024-01-02 22:00:00,Merchant B,0
14,38329,txn_48,2024-01-02 23:00:00,Merchant A,1
71,847,txn_49,2024-01-03 00:00:00,Merchant B,0
33,10955,txn_50,2024-01-03 01:00:00,Merchant B,0
10,13704,txn_51,2024-01-03 02:00:00,Merchant C,0
34,48154,txn_52,2024-01-03 03:00:00,Merchant B,1
88,46515,txn_53,2024-01-03 04:00:00,Merchant B,1
57,22701,txn_54,2024-01-03 05:00:00,Merchant C,1
6,32044,txn_55,2024-01-03 06:00:00,Merchant B,1
89,6470,txn_56,2024-01-03 07:00:00,Merchant C,0
90,30106,txn_57,2024-01-03 08:00:00,Merchant C,1
49,42102,txn_58,2024-01-03 09:00:00,Merchant B,1
12,26387,txn_59,2024-01-03 10:00:00,Merchant B,1
83,49377,txn_60,2024-01-03 11:00:00,Merchant A,1
92,45588,txn_61,2024-01-03 12:00:00,Merchant C,1
57,36977,txn_62,2024-01-03 13:00:00,Merchant A,1
69,39052,txn_63,2024-01-03 14:00:00,Merchant B,1
39,2049,txn_64,2024-01-03 15:00:00,Merchant A,0
78,39002,txn_65,2024-01-03 16:00:00,Merchant C,1
42,12942,txn_66,2024-01-03 17:00:00,Merchant A,0
29,45376,txn_67,2024-01-03 18:00:00,Merchant C,1
76,42534,txn_68,2024-01-03 19:00:00,Merchant B,1
80,1829,txn_69,2024-01-03 20:00:00,Merchant B,0
30,1918,txn_70,2024-01-03 21:00:00,Merchant C,0
46,20619,txn_71,2024-01-03 22:00:00,Merchant B,1
34,32255,txn_72,2024-01-03 23:00:00,Merchant B,1
12,39757,txn_73,2024-01-04 00:00:00,Merchant B,1
56,47363,txn_74,2024-01-04 01:00:00,Merchant B,1
50,20129,txn_75,2024-01-04 02:00:00,Merchant C,1
34,45746,txn_76,2024-01-04 03:00:00,Merchant A,1
50,10,txn_77,2024-01-04 04:00:00,Merchant A,0
93,16645,txn_78,2024-01-04 05:00:00,Merchant B,0
60,22423,txn_79,2024-01-04 06:00:00,Merchant A,1
10,9866,txn_80,2024-01-04 07:00:00,Merchant A,0
90,2220,txn_81,2024-01-04 08:00:00,Merchant B,0
39,39810,txn_82,2024-01-04 09:00:00,Merchant B,1
28,5288,txn_83,2024-01-04 10:00:00,Merchant A,0
72,34388,txn_84,2024-01-04 11:00:00,Merchant C,1
59,8513,txn_85,2024-01-04 12:00:00,Merchant B,0
2,1343,txn_86,2024-01-04 13:00:00,Merchant C,0
6,43337,txn_87,2024-01-04 14:00:00,Merchant A,1
95,19217,txn_88,2024-01-04 15:00:00,Merchant B,0
43,27535,txn_89,2024-01-04 16:00:00,Merchant C,1
7,14232,txn_90,2024-01-04 17:00:00,Merchant B,0
70,32294,txn_91,2024-01-04 18:00:00,Merchant A,1
76,26615,txn_92,2024-01-04 19:00:00,Merchant C,1
86,36259,txn_93,2024-01-04 20:00:00,Merchant A,1
59,28254,txn_94,2024-01-04 21:00:00,Merchant A,1
35,42079,txn_95,2024-01-04 22:00:00,Merchant B,1
84,40753,txn_96,2024-01-04 23:00:00,Merchant C,1
79,17989,txn_97,2024-01-05 00:00:00,Merchant A,0
81,31038,txn_98,2024-01-05 01:00:00,Merchant A,1
49,12220,txn_99,2024-01-05 02:00:00,Merchant C,0
17,236,txn_100,2024-01-05 03:00:00,Merchant A,0
19,42930,txn_101,2024-01-05 04:00:00,Merchant A,1
88,1909,txn_102,2024-01-05 05:00:00,Merchant C,0
57,8568,txn_103,2024-01-05 06:00:00,Merchant C,0
36,36299,txn_104,2024-01-05 07:00:00,Merchant C,1
22,5257,txn_105,2024-01-05 08:00:00,Merchant C,0
7,19020,txn_106,2024-01-05 09:00:00,Merchant B,0
40,8163,txn_107,2024-01-05 10:00:00,Merchant C,0
62,5416,txn_108,2024-01-05 11:00:00,Merchant B,0
88,36160,txn_109,2024-01-05 12:00:00,Merchant B,1
69,43926,txn_110,2024-01-05 13:00:00,Merchant B,1
89,5952,txn_111,2024-01-05 14:00:00,Merchant A,0
87,21853,txn_112,2024-01-05 15:00:00,Merchant B,1
0,8008,txn_113,2024-01-05 16:00:00,Merchant B,0
78,41833,txn_114,2024-01-05 17:00:00,Merchant A,1
87,30524,txn_115,2024-01-05 18:00:00,Merchant A,1
60,23326,txn_116,2024-01-05 19:00:00,Merchant A,1
3,21205,txn_117,2024-01-05 20:00:00,Merchant C,1
80,15525,txn_118,2024-01-05 21:00:00,Merchant A,0
78,19283,txn_119,2024-01-05 22:00:00,Merchant A,0
29,23931,txn_120,2024-01-05 23:00:00,Merchant B,1
29,78,txn_121,2024-01-06 00:00:00,Merchant A,0
27,40346,txn_122,2024-01-06 01:00:00,Merchant C,1
45,20612,txn_123,2024-01-06 02:00:00,Merchant A,1
36,16985,txn_124,2024-01-06 03:00:00,Merchant C,0
21,14061,txn_125,2024-01-06 04:00:00,Merchant A,0
67,17450,txn_126,2024-01-06 05:00:00,Merchant A,0
71,18521,txn_127,2024-01-06 06:00:00,Merchant A,0
70,43304,txn_128,2024-01-06 07:00:00,Merchant A,1
4,9511,txn_129,2024-01-06 08:00:00,Merchant C,0
28,29288,txn_130,2024-01-06 09:00:00,Merchant C,1
27,28174,txn_131,2024-01-06 10:00:00,Merchant B,1
43,39712,txn_132,2024-01-06 11:00:00,Merchant C,1
16,11955,txn_133,2024-01-06 12:00:00,Merchant A,0
59,7805,txn_134,2024-01-06 13:00:00,Merchant B,0
87,6566,txn_135,2024-01-06 14:00:00,Merchant B,0
31,5985,txn_136,2024-01-06 15:00:00,Merchant B,0
99,21527,txn_137,2024-01-06 16:00:00,Merchant A,1
39,37439,txn_138,2024-01-06 17:00:00,Merchant C,1
85,18575,txn_139,2024-01-06 18:00:00,Merchant A,0
91,9185,txn_140,2024-01-06 19:00:00,Merchant B,0
29,19097,txn_141,2024-01-06 20:00:00,Merchant A,0
62,2193,txn_142,2024-01-06 21:00:00,Merchant A,0
99,34017,txn_143,2024-01-06 22:00:00,Merchant C,1
42,11247,txn_144,2024-01-06 23:00:00,Merchant C,0
76,45559,txn_145,2024-01-07 00:00:00,Merchant B,1
23,18382,txn_146,2024-01-07 01:00:00,Merchant A,0
0,36456,txn_147,2024-01-07 02:00:00,Merchant A,1
45,26728,txn_148,2024-01-07 03:00:00,Merchant C,1
90,4019,txn_149,2024-01-07 04:00:00,Merchant A,0
6,11303,txn_150,2024-01-07 05:00:00,Merchant A,0
20,1971,txn_151,2024-01-07 06:00:00,Merchant A,0
89,41158,txn_152,2024-01-07 07:00:00,Merchant C,1
77,27203,txn_153,2024-01-07 08:00:00,Merchant B,1
7,31111,txn_154,2024-01-07 09:00:00,Merchant B,1
90,17587,txn_155,2024-01-07 10:00:00,Merchant A,0
37,24520,txn_156,2024-01-07 11:00:00,Merchant B,1
75,31274,txn_157,2024-01-07 12:00:00,Merchant C,1
47,21952,txn_158,2024-01-07 13:00:00,Merchant C,1
60,15375,txn_159,2024-01-07 14:00:00,Merchant B,0
96,5789,txn_160,2024-01-07 15:00:00,Merchant B,0
48,5409,txn_161,2024-01-07 16:00:00,Merchant A,0
96,25054,txn_162,2024-01-07 17:00:00,Merchant B,1
34,9447,txn_163,2024-01-07 18:00:00,Merchant A,0
94,923,txn_164,2024-01-07 19:00:00,Merchant A,0
16,33188,txn_165,2024-01-07 20:00:00,Merchant C,1
7,10790,txn_166,2024-01-07 21:00:00,Merchant C,0
38,32185,txn_167,2024-01-07 22:00:00,Merchant C,1
22,1121,txn_168,2024-01-07 23:00:00,Merchant C,0
30,44029,txn_169,2024-01-08 00:00:00,Merchant B,1
5,32155,txn_170,2024-01-08 01:00:00,Merchant C,1
26,17335,txn_171,2024-01-08 02:00:00,Merchant B,0
69,2337,txn_172,2024-01-08 03:00:00,Merchant C,0
55,38142,txn_173,2024-01-08 04:00:00,Merchant B,1
85,2244,txn_174,2024-01-08 05:00:00,Merchant A,0
21,19030,txn_175,2024-01-08 06:00:00,Merchant B,0
63,32266,txn_176,2024-01-08 07:00:00,Merchant B,1
37,37381,txn_177,2024-01-08 08:00:00,Merchant C,1
40,46715,txn_178,2024-01-08 09:00:00,Merchant B,1
59,43873,txn_179,2024-01-08 10:00:00,Merchant A,1
53,46198,txn_180,2024-01-08 11:00:00,Merchant A,1
56,23711,txn_181,2024-01-08 12:00:00,Merchant C,1
21,29487,txn_182,2024-01-08 13:00:00,Merchant A,1
21,6372,txn_183,2024-01-08 14:00:00,Merchant B,0
39,6360,txn_184,2024-01-08 15:00:00,Merchant A,0
83,40632,txn_185,2024-01-08 16:00:00,Merchant C,1
24,35997,txn_186,2024-01-08 17:00:00,Merchant B,1
59,20104,txn_187,2024-01-08 18:00:00,Merchant C,1
73,14383,txn_188,2024-01-08 19:00:00,Merchant B,0
92,18756,txn_189,2024-01-08 20:00:00,Merchant A,0
88,35660,txn_190,2024-01-08 21:00:00,Merchant C,1
59,3757,txn_191,2024-01-08 22:00:00,Merchant C,0
97,20610,txn_192,2024-01-08 23:00:00,Merchant B,1
0,48539,txn_193,2024-01-09 00:00:00,Merchant C,1
20,16479,txn_194,2024-01-09 01:00:00,Merchant B,0
59,35443,txn_195,2024-01-09 02:00:00,Merchant B,1
75,39667,txn_196,2024-01-09 03:00:00,Merchant B,1
23,10148,txn_197,2024-01-09 04:00:00,Merchant B,0
68,33562,txn_198,2024-01-09 05:00:00,Merchant A,1
70,34885,txn_199,2024-01-09 06:00:00,Merchant B,1
20,5780,txn_200,2024-01-09 07:00:00,Merchant C,0
89,12299,txn_201,2024-01-09 08:00:00,Merchant A,0
59,14154,txn_202,2024-01-09 09:00:00,Merchant C,0
31,43880,txn_203,2024-01-09 10:00:00,Merchant A,1
97,10790,txn_204,2024-01-09 11:00:00,Merchant B,0
47,44166,txn_205,2024-01-09 12:00:00,Merchant A,1
39,13000,txn_206,2024-01-09 13:00:00,Merchant A,0
17,815,txn_207,2024-01-09 14:00:00,Merchant C,0
77,49498,txn_208,2024-01-09 15:00:00,Merchant C,1
55,10542,txn_209,2024-01-09 16:00:00,Merchant B,0
26,24939,txn_210,2024-01-09 17:00:00,Merchant A,1
96,2444,txn_211,2024-01-09 18:00:00,Merchant A,0
87,10458,txn_212,2024-01-09 19:00:00,Merchant A,0
48,10381,txn_213,2024-01-09 20:00:00,Merchant B,0
59,7784,txn_214,2024-01-09 21:00:00,Merchant B,0
54,44242,txn_215,2024-01-09 22:00:00,Merchant B,1
48,17369,txn_216,2024-01-09 23:00:00,Merchant B,0
4,15329,txn_217,2024-01-10 00:00:00,Merchant B,0
33,26216,txn_218,2024-01-10 01:00:00,Merchant C,1
12,33596,txn_219,2024-01-10 02:00:00,Merchant A,1
23,27307,txn_220,2024-01-10 03:00:00,Merchant A,1
52,19916,txn_221,2024-01-10 04:00:00,Merchant A,0
80,39916,txn_222,2024-01-10 05:00:00,Merchant A,1
55,37220,txn_223,2024-01-10 06:00:00,Merchant A,1
12,15344,txn_224,2024-01-10 07:00:00,Merchant A,0
12,46404,txn_225,2024-01-10 08:00:00,Merchant A,1
92,38728,txn_226,2024-01-10 09:00:00,Merchant A,1
50,127,txn_227,2024-01-10 10:00:00,Merchant C,0
86,27633,txn_228,2024-01-10 11:00:00,Merchant A,1
96,41564,txn_229,2024-01-10 12:00:00,Merchant C,1
97,44410,txn_230,2024-01-10 13:00:00,Merchant B,1
0,20531,txn_231,2024-01-10 14:00:00,Merchant A,1
11,39965,txn_232,2024-01-10 15:00:00,Merchant B,1
12,44328,txn_233,2024-01-10 16:00:00,Merchant B,1
49,3369,txn_234,2024-01-10 17:00:00,Merchant B,0
39,3798,txn_235,2024-01-10 18:00:00,Merchant C,0
90,47883,txn_236,2024-01-10 19:00:00,Merchant B,1
26,13719,txn_237,2024-01-10 20:00:00,Merchant B,0
68,34561,txn_238,2024-01-10 21:00:00,Merchant B,1
26,11054,txn_239,2024-01-10 22:00:00,Merchant A,0
65,22117,txn_240,2024-01-10 23:00:00,Merchant A,1
51,36245,txn_241,2024-01-11 00:00:00,Merchant C,1
73,36186,txn_242,2024-01-11 01:00:00,Merchant C,1
52,1646,txn_243,2024-01-11 02:00:00,Merchant A,0
9,47524,txn_244,2024-01-11 03:00:00,Merchant C,1
32,19257,txn_245,2024-01-11 04:00:00,Merchant A,0
17,35841,txn_246,2024-01-11 05:00:00,Merchant B,1
66,34623,txn_247,2024-01-11 06:00:00,Merchant B,1
98,37431,txn_248,2024-01-11 07:00:00,Merchant C,1
68,39283,txn_249,2024-01-11 08:00:00,Merchant A,1
85,2709,txn_250,2024-01-11 09:00:00,Merchant A,0
3,11695,txn_251,2024-01-11 10:00:00,Merchant C,0
8,9525,txn_252,2024-01-11 11:00:00,Merchant A,0
97,31881,txn_253,2024-01-11 12:00:00,Merchant B,1
71,39225,txn_254,2024-01-11 13:00:00,Merchant C,1
55,36981,txn_255,2024-01-11 14:00:00,Merchant C,1
68,32410,txn_256,2024-01-11 15:00:00,Merchant A,1
79,13225,txn_257,2024-01-11 16:00:00,Merchant C,0
93,40739,txn_258,2024-01-11 17:00:00,Merchant A,1
23,25151,txn_259,2024-01-11 18:00:00,Merchant A,1
13,49689,txn_260,2024-01-11 19:00:00,Merchant A,1
55,34394,txn_261,2024-01-11 20:00:00,Merchant A,1
30,43083,txn_262,2024-01-11 21:00:00,Merchant A,1
11,7974,txn_263,2024-01-11 22:00:00,Merchant C,0
90,8578,txn_264,2024-01-11 23:00:00,Merchant B,0
64,8071,txn_265,2024-01-12 00:00:00,Merchant B,0
11,8667,txn_266,2024-01-12 01:00:00,Merchant C,0
13,36369,txn_267,2024-01-12 02:00:00,Merchant C,1
96,6784,txn_268,2024-01-12 03:00:00,Merchant B,0
69,45995,txn_269,2024-01-12 04:00:00,Merchant B,1
48,41915,txn_270,2024-01-12 05:00:00,Merchant B,1
27,4972,txn_271,2024-01-12 06:00:00,Merchant B,0
35,13491,txn_272,2024-01-12 07:00:00,Merchant B,0
33,45720,txn_273,2024-01-12 08:00:00,Merchant A,1
81,45081,txn_274,2024-01-12 09:00:00,Merchant C,1
0,1991,txn_275,2024-01-12 10:00:00,Merchant A,0
3,5300,txn_276,2024-01-12 11:00:00,Merchant B,0
92,45766,txn_277,2024-01-12 12:00:00,Merchant B,1
53,19957,txn_278,2024-01-12 13:00:00,Merchant B,0
88,22360,txn_279,2024-01-12 14:00:00,Merchant A,1
46,46241,txn_280,2024-01-12 15:00:00,Merchant A,1
16,37149,txn_281,2024-01-12 16:00:00,Merchant B,1
25,28735,txn_282,2024-01-12 17:00:00,Merchant A,1
94,4758,txn_283,2024-01-12 18:00:00,Merchant A,0
37,19098,txn_284,2024-01-12 19:00:00,Merchant B,0
99,10396,txn_285,2024-01-12 20:00:00,Merchant A,0
67,16242,txn_286,2024-01-12 21:00:00,Merchant C,0
8,38357,txn_287,2024-01-12 22:00:00,Merchant C,1
90,27697,txn_288,2024-01-12 23:00:00,Merchant C,1
57,4945,txn_289,2024-01-13 00:00:00,Merchant C,0
12,46164,txn_290,2024-01-13 01:00:00,Merchant B,1
0,19817,txn_291,2024-01-13 02:00:00,Merchant B,0
43,49841,txn_292,2024-01-13 03:00:00,Merchant B,1
4,37012,txn_293,2024-01-13 04:00:00,Merchant C,1
66,24918,txn_294,2024-01-13 05:00:00,Merchant C,1
31,31196,txn_295,2024-01-13 06:00:00,Merchant A,1
26,21567,txn_296,2024-01-13 07:00:00,Merchant A,1
89,9917,txn_297,2024-01-13 08:00:00,Merchant C,0
99,20807,txn_298,2024-01-13 09:00:00,Merchant C,1
11,9985,txn_299,2024-01-13 10:00:00,Merchant C,0
43,1760,txn_300,2024-01-13 11:00:00,Merchant C,0
79,41950,txn_301,2024-01-13 12:00:00,Merchant A,1
23,26839,txn_302,2024-01-13 13:00:00,Merchant C,1
13,2483,txn_303,2024-01-13 14:00:00,Merchant A,0
17,24443,txn_304,2024-01-13 15:00:00,Merchant C,1
50,33720,txn_305,2024-01-13 16:00:00,Merchant C,1
27,27966,txn_306,2024-01-13 17:00:00,Merchant C,1
17,2080,txn_307,2024-01-13 18:00:00,Merchant A,0
73,2718,txn_308,2024-01-13 19:00:00,Merchant A,0
70,27953,txn_309,2024-01-13 20:00:00,Merchant B,1
30,20909,txn_310,2024-01-13 21:00:00,Merchant C,1
32,42461,txn_311,2024-01-13 22:00:00,Merchant B,1
83,24862,txn_312,2024-01-13 23:00:00,Merchant B,1
99,7312,txn_313,2024-01-14 00:00:00,Merchant A,0
88,28072,txn_314,2024-01-14 01:00:00,Merchant A,1
99,23571,txn_315,2024-01-14 02:00:00,Merchant B,1
18,18450,txn_316,2024-01-14 03:00:00,Merchant C,0
93,33537,txn_317,2024-01-14 04:00:00,Merchant A,1
10,38259,txn_318,2024-01-14 05:00:00,Merchant C,1
81,48303,txn_319,2024-01-14 06:00:00,Merchant C,1
63,28866,txn_320,2024-01-14 07:00:00,Merchant B,1
50,6646,txn_321,2024-01-14 08:00:00,Merchant B,0
29,38001,txn_322,2024-01-14 09:00:00,Merchant B,1
79,26738,txn_323,2024-01-14 10:00:00,Merchant B,1
58,11486,txn_324,2024-01-14 11:00:00,Merchant A,0
36,38566,txn_325,2024-01-14 12:00:00,Merchant A,1
2,25523,txn_326,2024-01-14 13:00:00,Merchant B,1
27,12343,txn_327,2024-01-14 14:00:00,Merchant A,0
65,40807,txn_328,2024-01-14 15:00:00,Merchant B,1
27,48771,txn_329,2024-01-14 16:00:00,Merchant C,1
6,13088,txn_330,2024-01-14 17:00:00,Merchant C,0
14,37642,txn_331,2024-01-14 18:00:00,Merchant C,1
43,34250,txn_332,2024-01-14 19:00:00,Merchant B,1
13,10094,txn_333,2024-01-14 20:00:00,Merchant C,0
78,47191,txn_334,2024-01-14 21:00:00,Merchant A,1
67,16439,txn_335,2024-01-14 22:00:00,Merchant C,0
64,40412,txn_336,2024-01-14 23:00:00,Merchant C,1
9,26400,txn_337,2024-01-15 00:00:00,Merchant C,1
27,19847,txn_338,2024-01-15 01:00:00,Merchant A,0
43,15709,txn_339,2024-01-15 02:00:00,Merchant B,0
74,44040,txn_340,2024-01-15 03:00:00,Merchant A,1
55,49985,txn_341,2024-01-15 04:00:00,Merchant B,1
85,45369,txn_342,2024-01-15 05:00:00,Merchant B,1
15,10999,txn_343,2024-01-15 06:00:00,Merchant C,0
24,47064,txn_344,2024-01-15 07:00:00,Merchant B,1
32,30679,txn_345,2024-01-15 08:00:00,Merchant A,1
47,10683,txn_346,2024-01-15 09:00:00,Merchant A,0
50,49149,txn_347,2024-01-15 10:00:00,Merchant B,1
78,8520,txn_348,2024-01-15 11:00:00,Merchant C,0
20,31481,txn_349,2024-01-15 12:00:00,Merchant C,1
20,19695,txn_350,2024-01-15 13:00:00,Merchant A,0
98,3301,txn_351,2024-01-15 14:00:00,Merchant C,0
14,6723,txn_352,2024-01-15 15:00:00,Merchant B,0
24,39987,txn_353,2024-01-15 16:00:00,Merchant B,1
97,24161,txn_354,2024-01-15 17:00:00,Merchant A,1
21,20060,txn_355,2024-01-15 18:00:00,Merchant B,1
61,35823,txn_356,2024-01-15 19:00:00,Merchant A,1
97,13576,txn_357,2024-01-15 20:00:00,Merchant B,0
66,7971,txn_358,2024-01-15 21:00:00,Merchant A,0
58,34912,txn_359,2024-01-15 22:00:00,Merchant C,1
43,21592,txn_360,2024-01-15 23:00:00,Merchant B,1
11,31822,txn_361,2024-01-16 00:00:00,Merchant B,1
34,9504,txn_362,2024-01-16 01:00:00,Merchant A,0
29,47918,txn_363,2024-01-16 02:00:00,Merchant A,1
61,18923,txn_364,2024-01-16 03:00:00,Merchant B,0
44,12176,txn_365,2024-01-16 04:00:00,Merchant A,0
9,41125,txn_366,2024-01-16 05:00:00,Merchant B,1
39,21390,txn_367,2024-01-16 06:00:00,Merchant C,1
92,47839,txn_368,2024-01-16 07:00:00,Merchant A,1
24,823,txn_369,2024-01-16 08:00:00,Merchant B,0
93,17328,txn_370,2024-01-16 09:00:00,Merchant C,0
41,47058,txn_371,2024-01-16 10:00:00,Merchant C,1
56,6151,txn_372,2024-01-16 11:00:00,Merchant B,0
99,4426,txn_373,2024-01-16 12:00:00,Merchant A,0
31,16033,txn_374,2024-01-16 13:00:00,Merchant B,0
17,2199,txn_375,2024-01-16 14:00:00,Merchant C,0
93,20080,txn_376,2024-01-16 15:00:00,Merchant B,1
41,36221,txn_377,2024-01-16 16:00:00,Merchant A,1
49,41875,txn_378,2024-01-16 17:00:00,Merchant C,1
95,13860,txn_379,2024-01-16 18:00:00,Merchant B,0
99,31420,txn_380,2024-01-16 19:00:00,Merchant A,1
57,8706,txn_381,2024-01-16 20:00:00,Merchant C,0
97,42881,txn_382,2024-01-16 21:00:00,Merchant A,1
60,23237,txn_383,2024-01-16 22:00:00,Merchant C,1
84,22420,txn_384,2024-01-16 23:00:00,Merchant B,1
26,19979,txn_385,2024-01-17 00:00:00,Merchant A,0
86,37610,txn_386,2024-01-17 01:00:00,Merchant C,1
27,15359,txn_387,2024-01-17 02:00:00,Merchant A,0
64,34178,txn_388,2024-01-17 03:00:00,Merchant A,1
10,29379,txn_389,2024-01-17 04:00:00,Merchant B,1
18,37335,txn_390,2024-01-17 05:00:00,Merchant A,1
95,11383,txn_391,2024-01-17 06:00:00,Merchant C,0
50,14597,txn_392,2024-01-17 07:00:00,Merchant C,0
54,33573,txn_393,2024-01-17 08:00:00,Merchant C,1
64,13222,txn_394,2024-01-17 09:00:00,Merchant C,0
41,1280,txn_395,2024-01-17 10:00:00,Merchant B,0
17,45961,txn_396,2024-01-17 11:00:00,Merchant A,1
26,7084,txn_397,2024-01-17 12:00:00,Merchant B,0
42,43862,txn_398,2024-01-17 13:00:00,Merchant A,1
85,17772,txn_399,2024-01-17 14:00:00,Merchant A,0
16,29976,txn_400,2024-01-17 15:00:00,Merchant A,1
63,45649,txn_401,2024-01-17 16:00:00,Merchant B,1
20,48286,txn_402,2024-01-17 17:00:00,Merchant A,1
12,19064,txn_403,2024-01-17 18:00:00,Merchant B,0
90,2107,txn_404,2024-01-17 19:00:00,Merchant C,0
9,24558,txn_405,2024-01-17 20:00:00,Merchant C,1
27,48855,txn_406,2024-01-17 21:00:00,Merchant A,1
89,20608,txn_407,2024-01-17 22:00:00,Merchant B,1
38,37600,txn_408,2024-01-17 23:00:00,Merchant C,1
43,28530,txn_409,2024-01-18 00:00:00,Merchant B,1
33,35955,txn_410,2024-01-18 01:00:00,Merchant B,1
93,27857,txn_411,2024-01-18 02:00:00,Merchant A,1
37,2574,txn_412,2024-01-18 03:00:00,Merchant C,0
19,12809,txn_413,2024-01-18 04:00:00,Merchant A,0
99,35368,txn_414,2024-01-18 05:00:00,Merchant A,1
46,36802,txn_415,2024-01-18 06:00:00,Merchant C,1
18,41197,txn_416,2024-01-18 07:00:00,Merchant C,1
17,34073,txn_417,2024-01-18 08:00:00,Merchant B,1
5,23753,txn_418,2024-01-18 09:00:00,Merchant C,1
57,17686,txn_419,2024-01-18 10:00:00,Merchant B,0
67,41402,txn_420,2024-01-18 11:00:00,Merchant B,1
53,11373,txn_421,2024-01-18 12:00:00,Merchant B,0
30,8997,txn_422,2024-01-18 13:00:00,Merchant C,0
40,16459,txn_423,2024-01-18 14:00:00,Merchant A,0
13,31890,txn_424,2024-01-18 15:00:00,Merchant B,1
62,26666,txn_425,2024-01-18 16:00:00,Merchant A,1
78,38244,txn_426,2024-01-18 17:00:00,Merchant A,1
8,31654,txn_427,2024-01-18 18:00:00,Merchant C,1
6,26658,txn_428,2024-01-18 19:00:00,Merchant A,1
74,39953,txn_429,2024-01-18 20:00:00,Merchant A,1
86,22181,txn_430,2024-01-18 21:00:00,Merchant C,1
7,31897,txn_431,2024-01-18 22:00:00,Merchant B,1
92,12876,txn_432,2024-01-18 23:00:00,Merchant A,0
98,1623,txn_433,2024-01-19 00:00:00,Merchant C,0
63,48757,txn_434,2024-01-19 01:00:00,Merchant A,1
26,40810,txn_435,2024-01-19 02:00:00,Merchant A,1
86,16726,txn_436,2024-01-19 03:00:00,Merchant B,0
60,40761,txn_437,2024-01-19 04:00:00,Merchant A,1
85,15647,txn_438,2024-01-19 05:00:00,Merchant C,0
47,17030,txn_439,2024-01-19 06:00:00,Merchant A,0
18,29403,txn_440,2024-01-19 07:00:00,Merchant B,1
54,4264,txn_441,2024-01-19 08:00:00,Merchant B,0
60,30988,txn_442,2024-01-19 09:00:00,Merchant C,1
59,46829,txn_443,2024-01-19 10:00:00,Merchant B,1
15,47925,txn_444,2024-01-19 11:00:00,Merchant A,1
54,8647,txn_445,2024-01-19 12:00:00,Merchant B,0
54,27530,txn_446,2024-01-19 13:00:00,Merchant C,1
85,11665,txn_447,2024-01-19 14:00:00,Merchant B,0
44,35738,txn_448,2024-01-19 15:00:00,Merchant B,1
48,35797,txn_449,2024-01-19 16:00:00,Merchant B,1
37,24028,txn_450,2024-01-19 17:00:00,Merchant C,1
