upi_id,amount,transaction_id,timestamp,merchant,is_fraud
upi_id_71,39052,txn_63,2024-01-03 14:00:00,Merchant B,1
upi_id_44,2049,txn_64,2024-01-03 15:00:00,Merchant A,0
upi_id_8,39002,txn_65,2024-01-03 16:00:00,Merchant C,1
upi_id_47,12942,txn_66,2024-01-03 17:00:00,Merchant A,0
upi_id_35,45376,txn_67,2024-01-03 18:00:00,Merchant C,1
upi_id_78,42534,txn_68,2024-01-03 19:00:00,Merchant B,1
upi_id_81,1829,txn_69,2024-01-03 20:00:00,Merchant B,0
upi_id_36,1918,txn_70,2024-01-03 21:00:00,Merchant C,0
upi_id_50,20619,txn_71,2024-01-03 22:00:00,Merchant B,1
upi_id_4,32255,txn_72,2024-01-03 23:00:00,Merchant B,1
upi_id_2,39757,txn_73,2024-01-04 00:00:00,Merchant B,1
upi_id_6,47363,txn_74,2024-01-04 01:00:00,Merchant B,1
upi_id_54,20129,txn_75,2024-01-04 02:00:00,Merchant C,1
upi_id_4,45746,txn_76,2024-01-04 03:00:00,Merchant A,1
upi_id_54,10,txn_77,2024-01-04 04:00:00,Merchant A,0
upi_id_93,16645,txn_78,2024-01-04 05:00:00,Merchant B,0
upi_id_63,22423,txn_79,2024-01-04 06:00:00,Merchant A,1
upi_id_18,9866,txn_80,2024-01-04 07:00:00,Merchant A,0
upi_id_90,2220,txn_81,2024-01-04 08:00:00,Merchant B,0
upi_id_44,39810,txn_82,2024-01-04 09:00:00,Merchant B,1
upi_id_34,5288,txn_83,2024-01-04 10:00:00,Merchant A,0
upi_id_74,34388,txn_84,2024-01-04 11:00:00,Merchant C,1
upi_id_62,8513,txn_85,2024-01-04 12:00:00,Merchant B,0
upi_id_100,1343,txn_86,2024-01-04 13:00:00,Merchant C,0
upi_id_14,43337,txn_87,2024-01-04 14:00:00,Merchant A,1
upi_id_95,19217,txn_88,2024-01-04 15:00:00,Merchant B,0
upi_id_48,27535,txn_89,2024-01-04 16:00:00,Merchant C,1
upi_id_15,14232,txn_90,2024-01-04 17:00:00,Merchant B,0
upi_id_72,32294,txn_91,2024-01-04 18:00:00,Merchant A,1
upi_id_78,26615,txn_92,2024-01-04 19:00:00,Merchant C,1
upi_id_87,36259,txn_93,2024-01-04 20:00:00,Merchant A,1
upi_id_62,28254,txn_94,2024-01-04 21:00:00,Merchant A,1
upi_id_40,42079,txn_95,2024-01-04 22:00:00,Merchant B,1
upi_id_85,40753,txn_96,2024-01-04 23:00:00,Merchant C,1
upi_id_80,17989,txn_97,2024-01-05 00:00:00,Merchant A,0
upi_id_82,31038,txn_98,2024-01-05 01:00:00,Merchant A,1
upi_id_53,12220,txn_99,2024-01-05 02:00:00,Merchant C,0
upi_id_24,236,txn_100,2024-01-05 03:00:00,Merchant A,0
upi_id_26,42930,txn_101,2024-01-05 04:00:00,Merchant A,1
upi_id_89,1909,txn_102,2024-01-05 05:00:00,Merchant C,0
upi_id_60,8568,txn_103,2024-01-05 06:00:00,Merchant C,0
upi_id_41,36299,txn_104,2024-01-05 07:00:00,Merchant C,1
upi_id_29,5257,txn_105,2024-01-05 08:00:00,Merchant C,0
upi_id_15,19020,txn_106,2024-01-05 09:00:00,Merchant B,0
upi_id_45,8163,txn_107,2024-01-05 10:00:00,Merchant C,0
upi_id_65,5416,txn_108,2024-01-05 11:00:00,Merchant B,0
upi_id_89,36160,txn_109,2024-01-05 12:00:00,Merchant B,1
upi_id_71,43926,txn_110,2024-01-05 13:00:00,Merchant B,1
upi_id_9,5952,txn_111,2024-01-05 14:00:00,Merchant A,0
upi_id_88,21853,txn_112,2024-01-05 15:00:00,Merchant B,1
upi_id_1,8008,txn_113,2024-01-05 16:00:00,Merchant B,0
upi_id_8,41833,txn_114,2024-01-05 17:00:00,Merchant A,1
upi_id_88,30524,txn_115,2024-01-05 18:00:00,Merchant A,1
upi_id_63,23326,txn_116,2024-01-05 19:00:00,Merchant A,1
upi_id_11,21205,txn_117,2024-01-05 20:00:00,Merchant C,1
upi_id_81,15525,txn_118,2024-01-05 21:00:00,Merchant A,0
upi_id_8,19283,txn_119,2024-01-05 22:00:00,Merchant A,0
upi_id_35,23931,txn_120,2024-01-05 23:00:00,Merchant B,1
upi_id_35,78,txn_121,2024-01-06 00:00:00,Merchant A,0
upi_id_33,40346,txn_122,2024-01-06 01:00:00,Merchant C,1
upi_id_5,20612,txn_123,2024-01-06 02:00:00,Merchant A,1
upi_id_41,16985,txn_124,2024-01-06 03:00:00,Merchant C,0
upi_id_28,14061,txn_125,2024-01-06 04:00:00,Merchant A,0
upi_id_7,17450,txn_126,2024-01-06 05:00:00,Merchant A,0
upi_id_73,18521,txn_127,2024-01-06 06:00:00,Merchant A,0
upi_id_72,43304,txn_128,2024-01-06 07:00:00,Merchant A,1
upi_id_12,9511,txn_129,2024-01-06 08:00:00,Merchant C,0
upi_id_34,29288,txn_130,2024-01-06 09:00:00,Merchant C,1
upi_id_33,28174,txn_131,2024-01-06 10:00:00,Merchant B,1
upi_id_48,39712,txn_132,2024-01-06 11:00:00,Merchant C,1
upi_id_23,11955,txn_133,2024-01-06 12:00:00,Merchant A,0
upi_id_62,7805,txn_134,2024-01-06 13:00:00,Merchant B,0
upi_id_88,6566,txn_135,2024-01-06 14:00:00,Merchant B,0
upi_id_37,5985,txn_136,2024-01-06 15:00:00,Merchant B,0
upi_id_99,21527,txn_137,2024-01-06 16:00:00,Merchant A,1
upi_id_44,37439,txn_138,2024-01-06 17:00:00,Merchant C,1
upi_id_86,18575,txn_139,2024-01-06 18:00:00,Merchant A,0
upi_id_91,9185,txn_140,2024-01-06 19:00:00,Merchant B,0
upi_id_35,19097,txn_141,2024-01-06 20:00:00,Merchant A,0
upi_id_65,2193,txn_142,2024-01-06 21:00:00,Merchant A,0
upi_id_99,34017,txn_143,2024-01-06 22:00:00,Merchant C,1
upi_id_47,11247,txn_144,2024-01-06 23:00:00,Merchant C,0
upi_id_78,45559,txn_145,2024-01-07 00:00:00,Merchant B,1
upi_id_3,18382,txn_146,2024-01-07 01:00:00,Merchant A,0
upi_id_1,36456,txn_147,2024-01-07 02:00:00,Merchant A,1
upi_id_5,26728,txn_148,2024-01-07 03:00:00,Merchant C,1
upi_id_90,4019,txn_149,2024-01-07 04:00:00,Merchant A,0
upi_id_14,11303,txn_150,2024-01-07 05:00:00,Merchant A,0
upi_id_27,1971,txn_151,2024-01-07 06:00:00,Merchant A,0
upi_id_9,41158,txn_152,2024-01-07 07:00:00,Merchant C,1
upi_id_79,27203,txn_153,2024-01-07 08:00:00,Merchant B,1
upi_id_15,31111,txn_154,2024-01-07 09:00:00,Merchant B,1
upi_id_90,17587,txn_155,2024-01-07 10:00:00,Merchant A,0
upi_id_42,24520,txn_156,2024-01-07 11:00:00,Merchant B,1
upi_id_77,31274,txn_157,2024-01-07 12:00:00,Merchant C,1
upi_id_51,21952,txn_158,2024-01-07 13:00:00,Merchant C,1
upi_id_63,15375,txn_159,2024-01-07 14:00:00,Merchant B,0
upi_id_96,5789,txn_160,2024-01-07 15:00:00,Merchant B,0
upi_id_52,5409,txn_161,2024-01-07 16:00:00,Merchant A,0
upi_id_96,25054,txn_162,2024-01-07 17:00:00,Merchant B,1
upi_id_4,9447,txn_163,2024-01-07 18:00:00,Merchant A,0
upi_id_94,923,txn_164,2024-01-07 19:00:00,Merchant A,0
upi_id_23,33188,txn_165,2024-01-07 20:00:00,Merchant C,1
upi_id_15,10790,txn_166,2024-01-07 21:00:00,Merchant C,0
upi_id_43,32185,txn_167,2024-01-07 22:00:00,Merchant C,1
upi_id_29,1121,txn_168,2024-01-07 23:00:00,Merchant C,0
upi_id_36,44029,txn_169,2024-01-08 00:00:00,Merchant B,1
upi_id_13,32155,txn_170,2024-01-08 01:00:00,Merchant C,1
upi_id_32,17335,txn_171,2024-01-08 02:00:00,Merchant B,0
upi_id_71,2337,txn_172,2024-01-08 03:00:00,Merchant C,0
upi_id_59,38142,txn_173,2024-01-08 04:00:00,Merchant B,1
upi_id_86,2244,txn_174,2024-01-08 05:00:00,Merchant A,0
upi_id_28,19030,txn_175,2024-01-08 06:00:00,Merchant B,0
upi_id_66,32266,txn_176,2024-01-08 07:00:00,Merchant B,1
upi_id_42,37381,txn_177,2024-01-08 08:00:00,Merchant C,1
upi_id_45,46715,txn_178,2024-01-08 09:00:00,Merchant B,1
upi_id_62,43873,txn_179,2024-01-08 10:00:00,Merchant A,1
upi_id_57,46198,txn_180,2024-01-08 11:00:00,Merchant A,1
upi_id_6,23711,txn_181,2024-01-08 12:00:00,Merchant C,1
upi_id_28,29487,txn_182,2024-01-08 13:00:00,Merchant A,1
upi_id_28,6372,txn_183,2024-01-08 14:00:00,Merchant B,0
upi_id_44,6360,txn_184,2024-01-08 15:00:00,Merchant A,0
upi_id_84,40632,txn_185,2024-01-08 16:00:00,Merchant C,1
upi_id_30,35997,txn_186,2024-01-08 17:00:00,Merchant B,1
upi_id_62,20104,txn_187,2024-01-08 18:00:00,Merchant C,1
upi_id_75,14383,txn_188,2024-01-08 19:00:00,Merchant B,0
upi_id_92,18756,txn_189,2024-01-08 20:00:00,Merchant A,0
upi_id_89,35660,txn_190,2024-01-08 21:00:00,Merchant C,1
upi_id_62,3757,txn_191,2024-01-08 22:00:00,Merchant C,0
upi_id_97,20610,txn_192,2024-01-08 23:00:00,Merchant B,1
upi_id_1,48539,txn_193,2024-01-09 00:00:00,Merchant C,1
upi_id_27,16479,txn_194,2024-01-09 01:00:00,Merchant B,0
upi_id_62,35443,txn_195,2024-01-09 02:00:00,Merchant B,1
upi_id_77,39667,txn_196,2024-01-09 03:00:00,Merchant B,1
upi_id_3,10148,txn_197,2024-01-09 04:00:00,Merchant B,0
upi_id_70,33562,txn_198,2024-01-09 05:00:00,Merchant A,1
upi_id_72,34885,txn_199,2024-01-09 06:00:00,Merchant B,1
upi_id_27,5780,txn_200,2024-01-09 07:00:00,Merchant C,0
upi_id_9,12299,txn_201,2024-01-09 08:00:00,Merchant A,0
upi_id_62,14154,txn_202,2024-01-09 09:00:00,Merchant C,0
upi_id_37,43880,txn_203,2024-01-09 10:00:00,Merchant A,1
upi_id_97,10790,txn_204,2024-01-09 11:00:00,Merchant B,0
upi_id_51,44166,txn_205,2024-01-09 12:00:00,Merchant A,1
upi_id_44,13000,txn_206,2024-01-09 13:00:00,Merchant A,0
upi_id_24,815,txn_207,2024-01-09 14:00:00,Merchant C,0
upi_id_79,49498,txn_208,2024-01-09 15:00:00,Merchant C,1
upi_id_59,10542,txn_209,2024-01-09 16:00:00,Merchant B,0
upi_id_32,24939,txn_210,2024-01-09 17:00:00,Merchant A,1
upi_id_96,2444,txn_211,2024-01-09 18:00:00,Merchant A,0
upi_id_88,10458,txn_212,2024-01-09 19:00:00,Merchant A,0
upi_id_52,10381,txn_213,2024-01-09 20:00:00,Merchant B,0
upi_id_62,7784,txn_214,2024-01-09 21:00:00,Merchant B,0
upi_id_58,44242,txn_215,2024-01-09 22:00:00,Merchant B,1
upi_id_52,17369,txn_216,2024-01-09 23:00:00,Merchant B,0
upi_id_12,15329,txn_217,2024-01-10 00:00:00,Merchant B,0
upi_id_39,26216,txn_218,2024-01-10 01:00:00,Merchant C,1
upi_id_2,33596,txn_219,2024-01-10 02:00:00,Merchant A,1
upi_id_3,27307,txn_220,2024-01-10 03:00:00,Merchant A,1
upi_id_56,19916,txn_221,2024-01-10 04:00:00,Merchant A,0
upi_id_81,39916,txn_222,2024-01-10 05:00:00,Merchant A,1
upi_id_59,37220,txn_223,2024-01-10 06:00:00,Merchant A,1
upi_id_2,15344,txn_224,2024-01-10 07:00:00,Merchant A,0
upi_id_2,46404,txn_225,2024-01-10 08:00:00,Merchant A,1
upi_id_92,38728,txn_226,2024-01-10 09:00:00,Merchant A,1
upi_id_54,127,txn_227,2024-01-10 10:00:00,Merchant C,0
upi_id_87,27633,txn_228,2024-01-10 11:00:00,Merchant A,1
upi_id_96,41564,txn_229,2024-01-10 12:00:00,Merchant C,1
upi_id_97,44410,txn_230,2024-01-10 13:00:00,Merchant B,1
upi_id_1,20531,txn_231,2024-01-10 14:00:00,Merchant A,1
upi_id_19,39965,txn_232,2024-01-10 15:00:00,Merchant B,1
upi_id_2,44328,txn_233,2024-01-10 16:00:00,Merchant B,1
upi_id_53,3369,txn_234,2024-01-10 17:00:00,Merchant B,0
upi_id_44,3798,txn_235,2024-01-10 18:00:00,Merchant C,0
upi_id_90,47883,txn_236,2024-01-10 19:00:00,Merchant B,1
upi_id_32,13719,txn_237,2024-01-10 20:00:00,Merchant B,0
upi_id_70,34561,txn_238,2024-01-10 21:00:00,Merchant B,1
upi_id_32,11054,txn_239,2024-01-10 22:00:00,Merchant A,0
upi_id_68,22117,txn_240,2024-01-10 23:00:00,Merchant A,1
upi_id_55,36245,txn_241,2024-01-11 00:00:00,Merchant C,1
upi_id_75,36186,txn_242,2024-01-11 01:00:00,Merchant C,1
upi_id_56,1646,txn_243,2024-01-11 02:00:00,Merchant A,0
upi_id_17,47524,txn_244,2024-01-11 03:00:00,Merchant C,1
upi_id_38,19257,txn_245,2024-01-11 04:00:00,Merchant A,0
upi_id_24,35841,txn_246,2024-01-11 05:00:00,Merchant B,1
upi_id_69,34623,txn_247,2024-01-11 06:00:00,Merchant B,1
upi_id_98,37431,txn_248,2024-01-11 07:00:00,Merchant C,1
upi_id_70,39283,txn_249,2024-01-11 08:00:00,Merchant A,1
upi_id_86,2709,txn_250,2024-01-11 09:00:00,Merchant A,0
upi_id_11,11695,txn_251,2024-01-11 10:00:00,Merchant C,0
upi_id_16,9525,txn_252,2024-01-11 11:00:00,Merchant A,0
upi_id_97,31881,txn_253,2024-01-11 12:00:00,Merchant B,1
upi_id_73,39225,txn_254,2024-01-11 13:00:00,Merchant C,1
upi_id_59,36981,txn_255,2024-01-11 14:00:00,Merchant C,1
upi_id_70,32410,txn_256,2024-01-11 15:00:00,Merchant A,1
upi_id_80,13225,txn_257,2024-01-11 16:00:00,Merchant C,0
upi_id_93,40739,txn_258,2024-01-11 17:00:00,Merchant A,1
upi_id_3,25151,txn_259,2024-01-11 18:00:00,Merchant A,1
upi_id_20,49689,txn_260,2024-01-11 19:00:00,Merchant A,1
upi_id_59,34394,txn_261,2024-01-11 20:00:00,Merchant A,1
upi_id_36,43083,txn_262,2024-01-11 21:00:00,Merchant A,1
upi_id_19,7974,txn_263,2024-01-11 22:00:00,Merchant C,0
upi_id_90,8578,txn_264,2024-01-11 23:00:00,Merchant B,0
upi_id_67,8071,txn_265,2024-01-12 00:00:00,Merchant B,0
upi_id_19,8667,txn_266,2024-01-12 01:00:00,Merchant C,0
upi_id_20,36369,txn_267,2024-01-12 02:00:00,Merchant C,1
upi_id_96,6784,txn_268,2024-01-12 03:00:00,Merchant B,0
upi_id_71,45995,txn_269,2024-01-12 04:00:00,Merchant B,1
upi_id_52,41915,txn_270,2024-01-12 05:00:00,Merchant B,1
upi_id_33,4972,txn_271,2024-01-12 06:00:00,Merchant B,0
upi_id_40,13491,txn_272,2024-01-12 07:00:00,Merchant B,0
upi_id_39,45720,txn_273,2024-01-12 08:00:00,Merchant A,1
upi_id_82,45081,txn_274,2024-01-12 09:00:00,Merchant C,1
upi_id_1,1991,txn_275,2024-01-12 10:00:00,Merchant A,0
upi_id_11,5300,txn_276,2024-01-12 11:00:00,Merchant B,0
upi_id_92,45766,txn_277,2024-01-12 12:00:00,Merchant B,1
upi_id_57,19957,txn_278,2024-01-12 13:00:00,Merchant B,0
upi_id_89,22360,txn_279,2024-01-12 14:00:00,Merchant A,1
upi_id_50,46241,txn_280,2024-01-12 15:00:00,Merchant A,1
upi_id_23,37149,txn_281,2024-01-12 16:00:00,Merchant B,1
upi_id_31,28735,txn_282,2024-01-12 17:00:00,Merchant A,1
upi_id_94,4758,txn_283,2024-01-12 18:00:00,Merchant A,0
upi_id_42,19098,txn_284,2024-01-12 19:00:00,Merchant B,0
upi_id_99,10396,txn_285,2024-01-12 20:00:00,Merchant A,0
upi_id_7,16242,txn_286,2024-01-12 21:00:00,Merchant C,0
upi_id_16,38357,txn_287,2024-01-12 22:00:00,Merchant C,1
upi_id_90,27697,txn_288,2024-01-12 23:00:00,Merchant C,1
upi_id_60,4945,txn_289,2024-01-13 00:00:00,Merchant C,0
upi_id_2,46164,txn_290,2024-01-13 01:00:00,Merchant B,1
upi_id_1,19817,txn_291,2024-01-13 02:00:00,Merchant B,0
upi_id_48,49841,txn_292,2024-01-13 03:00:00,Merchant B,1
upi_id_12,37012,txn_293,2024-01-13 04:00:00,Merchant C,1
upi_id_69,24918,txn_294,2024-01-13 05:00:00,Merchant C,1
upi_id_37,31196,txn_295,2024-01-13 06:00:00,Merchant A,1
upi_id_32,21567,txn_296,2024-01-13 07:00:00,Merchant A,1
upi_id_9,9917,txn_297,2024-01-13 08:00:00,Merchant C,0
upi_id_99,20807,txn_298,2024-01-13 09:00:00,Merchant C,1
upi_id_19,9985,txn_299,2024-01-13 10:00:00,Merchant C,0
upi_id_48,1760,txn_300,2024-01-13 11:00:00,Merchant C,0
upi_id_80,41950,txn_301,2024-01-13 12:00:00,Merchant A,1
upi_id_3,26839,txn_302,2024-01-13 13:00:00,Merchant C,1
upi_id_20,2483,txn_303,2024-01-13 14:00:00,Merchant A,0
upi_id_24,24443,txn_304,2024-01-13 15:00:00,Merchant C,1
upi_id_54,33720,txn_305,2024-01-13 16:00:00,Merchant C,1
upi_id_33,27966,txn_306,2024-01-13 17:00:00,Merchant C,1
upi_id_24,2080,txn_307,2024-01-13 18:00:00,Merchant A,0
upi_id_75,2718,txn_308,2024-01-13 19:00:00,Merchant A,0
upi_id_72,27953,txn_309,2024-01-13 20:00:00,Merchant B,1
upi_id_36,20909,txn_310,2024-01-13 21:00:00,Merchant C,1
upi_id_38,42461,txn_311,2024-01-13 22:00:00,Merchant B,1
upi_id_84,24862,txn_312,2024-01-13 23:00:00,Merchant B,1
upi_id_99,7312,txn_313,2024-01-14 00:00:00,Merchant A,0
upi_id_89,28072,txn_314,2024-01-14 01:00:00,Merchant A,1
upi_id_99,23571,txn_315,2024-01-14 02:00:00,Merchant B,1
upi_id_25,18450,txn_316,2024-01-14 03:00:00,Merchant C,0
upi_id_93,33537,txn_317,2024-01-14 04:00:00,Merchant A,1
upi_id_18,38259,txn_318,2024-01-14 05:00:00,Merchant C,1
upi_id_82,48303,txn_319,2024-01-14 06:00:00,Merchant C,1
upi_id_66,28866,txn_320,2024-01-14 07:00:00,Merchant B,1
upi_id_54,6646,txn_321,2024-01-14 08:00:00,Merchant B,0
upi_id_35,38001,txn_322,2024-01-14 09:00:00,Merchant B,1
upi_id_80,26738,txn_323,2024-01-14 10:00:00,Merchant B,1
upi_id_61,11486,txn_324,2024-01-14 11:00:00,Merchant A,0
upi_id_41,38566,txn_325,2024-01-14 12:00:00,Merchant A,1
upi_id_100,25523,txn_326,2024-01-14 13:00:00,Merchant B,1
upi_id_33,12343,txn_327,2024-01-14 14:00:00,Merchant A,0
upi_id_68,40807,txn_328,2024-01-14 15:00:00,Merchant B,1
upi_id_33,48771,txn_329,2024-01-14 16:00:00,Merchant C,1
upi_id_14,13088,txn_330,2024-01-14 17:00:00,Merchant C,0
upi_id_21,37642,txn_331,2024-01-14 18:00:00,Merchant C,1
upi_id_48,34250,txn_332,2024-01-14 19:00:00,Merchant B,1
upi_id_20,10094,txn_333,2024-01-14 20:00:00,Merchant C,0
upi_id_8,47191,txn_334,2024-01-14 21:00:00,Merchant A,1
upi_id_7,16439,txn_335,2024-01-14 22:00:00,Merchant C,0
upi_id_67,40412,txn_336,2024-01-14 23:00:00,Merchant C,1
upi_id_17,26400,txn_337,2024-01-15 00:00:00,Merchant C,1
upi_id_33,19847,txn_338,2024-01-15 01:00:00,Merchant A,0
upi_id_48,15709,txn_339,2024-01-15 02:00:00,Merchant B,0
upi_id_76,44040,txn_340,2024-01-15 03:00:00,Merchant A,1
upi_id_59,49985,txn_341,2024-01-15 04:00:00,Merchant B,1
upi_id_86,45369,txn_342,2024-01-15 05:00:00,Merchant B,1
upi_id_22,10999,txn_343,2024-01-15 06:00:00,Merchant C,0
upi_id_30,47064,txn_344,2024-01-15 07:00:00,Merchant B,1
upi_id_38,30679,txn_345,2024-01-15 08:00:00,Merchant A,1
upi_id_51,10683,txn_346,2024-01-15 09:00:00,Merchant A,0
upi_id_54,49149,txn_347,2024-01-15 10:00:00,Merchant B,1
upi_id_8,8520,txn_348,2024-01-15 11:00:00,Merchant C,0
upi_id_27,31481,txn_349,2024-01-15 12:00:00,Merchant C,1
upi_id_27,19695,txn_350,2024-01-15 13:00:00,Merchant A,0
upi_id_98,3301,txn_351,2024-01-15 14:00:00,Merchant C,0
upi_id_21,6723,txn_352,2024-01-15 15:00:00,Merchant B,0
upi_id_30,39987,txn_353,2024-01-15 16:00:00,Merchant B,1
upi_id_97,24161,txn_354,2024-01-15 17:00:00,Merchant A,1
upi_id_28,20060,txn_355,2024-01-15 18:00:00,Merchant B,1
upi_id_64,35823,txn_356,2024-01-15 19:00:00,Merchant A,1
upi_id_97,13576,txn_357,2024-01-15 20:00:00,Merchant B,0
upi_id_69,7971,txn_358,2024-01-15 21:00:00,Merchant A,0
upi_id_61,34912,txn_359,2024-01-15 22:00:00,Merchant C,1
upi_id_48,21592,txn_360,2024-01-15 23:00:00,Merchant B,1
upi_id_19,31822,txn_361,2024-01-16 00:00:00,Merchant B,1
upi_id_4,9504,txn_362,2024-01-16 01:00:00,Merchant A,0
upi_id_35,47918,txn_363,2024-01-16 02:00:00,Merchant A,1
upi_id_64,18923,txn_364,2024-01-16 03:00:00,Merchant B,0
upi_id_49,12176,txn_365,2024-01-16 04:00:00,Merchant A,0
upi_id_17,41125,txn_366,2024-01-16 05:00:00,Merchant B,1
upi_id_44,21390,txn_367,2024-01-16 06:00:00,Merchant C,1
upi_id_92,47839,txn_368,2024-01-16 07:00:00,Merchant A,1
upi_id_30,823,txn_369,2024-01-16 08:00:00,Merchant B,0
upi_id_93,17328,txn_370,2024-01-16 09:00:00,Merchant C,0
upi_id_46,47058,txn_371,2024-01-16 10:00:00,Merchant C,1
upi_id_6,6151,txn_372,2024-01-16 11:00:00,Merchant B,0
upi_id_99,4426,txn_373,2024-01-16 12:00:00,Merchant A,0
upi_id_37,16033,txn_374,2024-01-16 13:00:00,Merchant B,0
upi_id_24,2199,txn_375,2024-01-16 14:00:00,Merchant C,0
upi_id_93,20080,txn_376,2024-01-16 15:00:00,Merchant B,1
upi_id_46,36221,txn_377,2024-01-16 16:00:00,Merchant A,1
upi_id_53,41875,txn_378,2024-01-16 17:00:00,Merchant C,1
upi_id_95,13860,txn_379,2024-01-16 18:00:00,Merchant B,0
upi_id_99,31420,txn_380,2024-01-16 19:00:00,Merchant A,1
upi_id_60,8706,txn_381,2024-01-16 20:00:00,Merchant C,0
upi_id_97,42881,txn_382,2024-01-16 21:00:00,Merchant A,1
upi_id_63,23237,txn_383,2024-01-16 22:00:00,Merchant C,1
upi_id_85,22420,txn_384,2024-01-16 23:00:00,Merchant B,1
upi_id_32,19979,txn_385,2024-01-17 00:00:00,Merchant A,0
upi_id_87,37610,txn_386,2024-01-17 01:00:00,Merchant C,1
upi_id_33,15359,txn_387,2024-01-17 02:00:00,Merchant A,0
